@relation 'cleansed_data-weka.filters.unsupervised.attribute.Remove-R10,14,22_predicted'

@attribute yearID numeric
@attribute G numeric
@attribute R numeric
@attribute H numeric
@attribute 2B numeric
@attribute 3B numeric
@attribute predictedHR numeric
@attribute HR numeric
@attribute RBI numeric
@attribute salary numeric
@attribute weight numeric
@attribute height numeric
@attribute bats {R,L,B}
@attribute AB numeric
@attribute SO numeric
@attribute BB numeric
@attribute IBB numeric
@attribute SH numeric
@attribute SF numeric
@attribute GIDP numeric
@attribute R_avg numeric
@attribute H_avg numeric
@attribute 2B_avg numeric
@attribute 3B_avg numeric
@attribute HR_avg numeric
@attribute salary_avg numeric
@attribute weight_avg numeric
@attribute height_avg numeric
@attribute AB_avg numeric
@attribute SO_avg numeric
@attribute BB_avg numeric
@attribute IBB_avg numeric
@attribute SH_avg numeric
@attribute SF_avg numeric
@attribute GIDP_avg numeric
@attribute G_avg numeric
@attribute RBI_avg numeric
@attribute num_years_in_league numeric
@attribute age numeric

@data
1993,88,18,46,14,2,2.05912,2,24,137000,185,72,L,179,33,19,0,0,1,6,18,46,14,2,2,137000,185,72,179,33,19,0,0,1,6,88,24,2,27
1998,37,0,0,0,0,-0.038263,0,0,1800000,210,77,R,0,0,0,0,0,0,0,0,0,0,0,0,1028695,210,77,0.25,0.25,0,0,0,0,0,35.5,0,12,35
2010,100,22,62,13,0,9.878475,6,43,1350000,205,71,B,270,61,30,1,2,4,4,31,73,14,0.666667,9.333333,908733.333333,205,71,296.666667,53,32,2,1.333333,2.666667,5,100,39,5,27
2000,16,0,1,0,0,0.022711,0,0,5600000,200,76,R,3,0,0,0,1,0,0,1.571429,3.571429,0.5,0.071429,0.071429,2842678.571429,200,76,23.785714,6.714286,1.714286,0,4.785714,0.071429,0.214286,21.285714,1.5,12,35
2011,4,0,0,0,0,0.070606,0,0,430000,205,73,R,0,0,0,0,0,0,0,0,0,0,0,0,430000,205,73,0,0,0,0,0,0,0,4,0,4,28
2002,35,12,24,3,1,0.37302,2,6,400000,175,72,L,88,20,13,0,1,2,2,10.25,18.75,3.75,0.5,2,265625,175,72,68.25,15,7,0,0.5,1,2.25,26.5,9.75,6,29
1991,71,0,0,0,0,-0.100757,0,0,950000,170,72,R,0,0,0,0,0,0,0,0,0,0,0,0,950000,170,72,0,0,0,0,0,0,0,71,0,6,30
2003,69,24,49,6,1,0.049126,0,8,300000,195,71,R,221,37,18,0,3,2,1,24,49,6,1,0,300000,195,71,221,37,18,0,3,2,1,69,8,1,22
2007,158,122,185,38,23,22.318246,23,74,410000,200,73,L,612,141,52,3,5,2,3,106,170,34.5,16,21,372500,200,73,604,157.5,59,1.5,6,4,3.5,158.5,71,3,26
2001,24,2,2,0,0,0.028396,0,0,375000,220,76,R,21,8,2,0,2,0,1,0.714286,1.142857,0.142857,0.142857,0,265000,220,76,12.714286,5.714286,0.714286,0,1,0.142857,0.428571,21.714286,0.428571,5,27
2003,14,5,6,3,0,1.799653,2,3,322000,195,74,R,32,16,3,0,0,1,0,6.666667,16.666667,6,0.333333,2,287166.666667,195,74,75.666667,24,7.333333,0,0.333333,1.333333,2.333333,32.333333,8,3,27
2008,73,0,0,0,0,0.002262,0,0,415000,180,72,R,1,1,0,0,0,0,0,0,0,0,0,0,401000,180,72,1,0.5,0,0,0,0,0,76.5,0,3,25
2009,41,10,26,7,0,1.853304,2,14,415000,220,73,R,114,32,15,3,0,1,6,9.666667,25,6.666667,0.333333,1.333333,336666.666667,220,73,102.666667,25.666667,8.333333,1,0,0.666667,4.333333,33.666667,13,8,33
2013,151,80,158,24,2,25.036694,18,103,10083333,200,72,R,606,98,39,6,4,9,19,82.625,155.875,27.875,3.625,18.625,6223966.625,200,72,573.125,87.375,35.875,3.125,3.375,5,17.375,145.875,78,11,32
2003,160,80,173,39,2,28.713126,23,100,375000,195,72,L,625,89,49,11,0,5,12,59.333333,115.666667,26,1,22,269166.666667,195,72,446.666667,64.666667,37,4.666667,0,3,9.333333,123,68.333333,2,26
1985,116,51,87,12,0,25.817224,26,58,300000,200,76,R,379,92,31,1,0,2,12,51,87,12,0,26,300000,200,76,379,92,31,1,0,2,12,116,58,3,27
1997,113,49,103,19,6,6.423686,4,36,285000,170,73,B,365,77,27,0,2,1,5,22,41.666667,6.5,2,1.666667,186083.333333,170,73,161.666667,36.166667,10.5,0,2.666667,1.5,3,52.5,14.5,4,29
2006,12,0,0,0,0,0.042536,0,0,328500,210,72,R,2,2,0,0,0,0,0,0,0,0,0,0,328500,210,72,2,2,0,0,0,0,0,12,0,1,25
1988,154,59,127,32,2,17.824398,16,63,200000,180,72,L,500,130,46,8,4,2,8,49.666667,92.666667,21.333333,3,14.333333,125833.333333,180,72,366.666667,92,40.666667,4,2.666667,2,5.333333,118.333333,49.333333,3,27
2010,133,55,88,19,5,15.21578,17,52,407000,210,75,L,358,67,35,1,0,3,5,58,93,19.5,4.5,16,405000,210,75,346.5,67,40.5,2,0.5,3,5,133,53.5,3,28
1992,33,4,7,0,1,-0.837604,0,2,300000,190,73,R,50,18,3,0,8,2,0,2.5,6,0,0.5,0,242500,190,73,52.5,18,2,0,6,1,0,30,3,3,30
2014,9,1,2,0,0,0.392742,0,1,4500000,230,76,R,13,7,0,0,2,0,0,0.125,0.5,0,0,0,3425975,230,76,8.375,4.375,0,0,1.375,0,0,25.875,0.25,8,34
2003,134,81,135,24,6,26.559531,28,87,4000000,195,73,L,441,96,65,4,1,3,3,79,128.4,28,5.2,21.2,1512000,195,73,463.2,95.6,65,2,3.4,5.8,7.2,136.2,76.2,7,29
2012,102,27,56,9,0,8.662303,8,32,1500000,250,72,R,251,60,20,0,1,0,9,16.416667,38.083333,7.916667,0.25,2.916667,1052500,250,72,160.916667,36.25,9.166667,0.166667,3.416667,0.666667,4.583333,60.333333,15.5,13,37
2005,12,0,0,0,0,-0.16909,0,0,800000,174,74,R,1,0,0,0,0,0,0,1.857143,5.785714,0.5,0.071429,0,3509714.285714,174,74,43.642857,16.357143,0.285714,0,5.142857,0,0.214286,25,1.857143,13,37
2001,139,52,123,20,2,11.921821,12,49,200000,200,73,R,468,61,13,3,1,4,12,52,123,20,2,12,200000,200,73,468,61,13,3,1,4,12,139,49,0,26
1999,49,16,16,1,0,2.411369,3,5,204000,195,73,R,79,32,10,0,4,1,0,9,15,2.333333,0.333333,1.333333,175500,195,73,58.666667,21.333333,7.666667,0,2,0.666667,0.666667,29,6.333333,2,27
2008,152,113,165,46,4,26.800891,26,94,425000,190,70,L,597,93,65,11,5,6,5,75,104.333333,27.666667,3,15.333333,382000,190,70,398.666667,76.333333,40.666667,4.333333,3.666667,3,4.666667,131.666667,49.333333,3,27
2007,66,0,0,0,0,-0.023404,0,0,391043,210,73,L,0,0,0,0,0,0,0,0,0,0,0,0,361021.5,210,73,0,0,0,0,0,0,0,55,0,2,27
2004,6,0,0,0,0,0.036994,0,0,335000,230,76,R,0,0,0,0,0,0,0,0,0,0,0,0,335000,230,76,0,0,0,0,0,0,0,6,0,2,25
2014,47,15,37,6,0,1.292757,1,14,2800000,190,71,R,133,32,4,1,1,1,1,32.083333,62.25,8.75,1.916667,1.5,1177916.666667,190,71,231,39.666667,15.083333,0.583333,2.083333,1.25,3.916667,83.083333,17.833333,12,37
2008,2,0,0,0,0,0.059713,0,0,390000,270,78,R,0,0,0,0,0,0,0,0,0,0,0,0,390000,270,78,0,0,0,0,0,0,0,2,0,0,25
1998,151,98,138,26,0,37.83166,46,107,2125000,240,76,R,583,159,65,5,0,4,7,71.571429,112.785714,20.928571,0.928571,28,3075357.142857,240,76,424.714286,114.214286,52.5,4.142857,0.071429,4.714286,10.857143,112.214286,85.785714,13,34
1990,159,70,170,37,2,21.868672,16,96,1625000,175,73,B,608,86,49,13,0,8,15,74.5,155.25,29.25,7,21,566250,175,73,559.75,81,39.5,7,0.25,7.75,11.25,147.5,90.25,4,25
2002,62,0,0,0,0,-0.02925,0,0,2491667,200,74,L,2,2,0,0,1,0,0,0.125,0.5,0,0,0.125,708416.75,200,74,4,2.875,0,0,1.125,0,0,43.625,0.375,8,31
2002,32,0,0,0,0,0.023052,0,0,575000,175,72,R,7,3,0,0,0,0,1,0,0,0,0,0,344166.666667,175,72,4.666667,1.666667,0,0,0,0,0.333333,27.333333,0,3,29
1998,95,31,36,7,2,6.81135,6,29,182500,195,72,R,172,52,28,0,1,1,1,24,30.5,6.5,1.5,4,145750,195,72,130,39,20.5,0,1,1.5,1,70.5,22.5,3,25
1999,154,49,134,24,2,3.304965,1,60,1650000,160,69,R,520,59,49,12,11,7,16,45.25,116,15.25,2.75,1,567875,160,69,470.75,52,28,8.5,11,3.5,12.25,144.5,41.25,3,28
2004,22,2,2,0,0,0.078707,0,0,1300000,190,73,L,3,0,0,0,1,0,0,0.5,0.5,0,0,0,436333.333333,190,73,2.5,0.833333,0,0,0.166667,0,0,23.333333,0,10,34
1990,91,30,54,10,0,9.218065,7,30,550000,190,74,R,251,63,27,1,7,2,5,51.4,98.4,18.4,1.6,14,276000,190,74,412.8,82.6,38.2,2.2,5.6,2,10.2,138,50.2,5,29
2000,108,55,108,30,0,17.993578,15,71,4833333,170,72,R,389,53,40,3,0,3,12,37.857143,75.428571,16.857143,0.857143,11.714286,1263047.571429,170,72,279.857143,42.714286,23.285714,1.714286,0.571429,3.857143,7.142857,80.428571,45.857143,6,28
2014,18,0,0,0,0,0.059161,0,0,511325,225,74,R,0,0,0,0,1,0,0,0,0,0,0,0,511325,225,74,0,0,0,0,1,0,0,18,0,1,26
2010,30,1,5,1,0,-0.470262,0,2,420000,230,80,R,54,28,0,0,9,0,0,3,5.5,1,0,0,410000,230,80,50.5,25.5,0.5,0,7.5,0,1,30,2.5,2,24
1999,49,18,30,5,1,0.403847,0,4,200000,165,66,R,107,20,5,0,3,0,1,19.5,29,4.5,2.5,1.5,185000,165,66,115.5,24,5.5,0,4,0.5,1,53.5,9.5,1,24
2011,151,101,185,45,4,24.012414,23,87,1400000,220,73,L,611,139,67,2,0,3,9,59,107.4,26.4,1.8,13.6,758600,220,73,410.6,100.2,45.8,2.4,1,2.4,8.6,111.8,49.6,4,27
1995,40,0,0,0,0,-0.044851,0,0,220000,185,72,R,0,0,0,0,0,0,0,0,0,0,0,0,192500,185,72,0,0,0,0,0,0,0,43.5,0,3,28
2010,48,0,0,0,0,0.012072,0,0,905000,225,74,R,0,0,0,0,0,0,0,0,0,0,0,0,600666.666667,225,74,0,0,0,0,0,0,0,61.666667,0,5,28
1989,86,31,86,18,0,-3.897093,1,27,775000,175,70,R,336,12,32,0,15,5,12,67.8,148.8,26.8,1,2.8,546500,175,70,533.2,33.2,48.8,0.8,17.4,5.2,13.2,137.4,50.2,7,31
2014,57,0,0,0,0,0.018812,0,0,528800,220,78,R,0,0,0,0,0,0,0,0,0,0,0,0,483700,220,78,0,0,0,0,0,0,0,53.5,0,3,31
1987,38,5,13,0,0,0.407959,0,5,837500,190,75,R,83,24,7,0,8,0,0,3.666667,10,0.333333,0,0.333333,741666.666667,190,75,69.666667,20,4.666667,0,6.666667,0,0.333333,32.666667,4.333333,9,31
2011,60,0,0,0,0,0.001773,0,0,4000000,200,75,R,0,0,0,0,0,0,0,0,0,0,0,0,1761300,200,75,0,0,0,0,0,0,0,59.6,0,4,27
2008,36,9,19,1,0,0.10742,0,3,390000,190,70,B,79,11,7,0,3,2,2,9,19,1,0,0,390000,190,70,79,11,7,0,3,2,2,36,3,1,24
2013,39,0,0,0,0,0.036841,0,0,1250000,230,76,R,0,0,0,0,0,0,0,0.1875,0.25,0.0625,0,0,2742604.0625,230,76,3.375,1.125,0.125,0,0.5,0.0625,0,50,0.1875,14,37
1991,56,14,40,12,0,3.392682,0,20,1150000,175,71,R,188,22,11,1,0,4,6,55.125,128.25,22.25,2.625,13.625,781562.5,175,71,471.5,79.125,47.375,3,0.5,3.875,13.875,131.25,58.5,10,32
2010,56,19,30,6,1,4.073729,4,10,405000,220,74,R,126,35,8,0,3,0,4,19,30,6,1,4,405000,220,74,126,35,8,0,3,0,4,56,10,5,31
2011,51,11,24,3,0,0.806034,3,11,4750000,230,75,L,118,28,12,1,0,0,3,48.5,94.875,20.375,3.25,8.375,2529875,230,75,359.125,84.875,32.375,2.625,1.625,1.375,8.625,103.875,41.5,6,30
2003,116,19,52,6,3,0.336327,1,16,320000,175,72,L,208,27,8,3,4,0,3,23,49.5,6.5,3.5,1,285000,175,72,194.5,28,9.5,3,3,0.5,2,120,15.5,5,30
1993,26,0,0,0,0,-0.036544,0,0,109000,185,72,R,0,0,0,0,0,0,0,0,0,0,0,0,109000,185,72,0,0,0,0,0,0,0,26,0,2,28
1995,22,12,17,2,0,5.01366,4,15,2000000,175,72,L,68,19,11,1,0,3,0,31.833333,54.833333,11.166667,0.166667,11.333333,840833.333333,175,72,230.5,58.666667,28.833333,4,0.666667,2.166667,4.166667,72,34.666667,5,26
1993,115,62,114,21,2,7.806281,7,36,0,170,73,L,343,31,31,1,1,1,5,42.5,86.166667,17.5,2.5,4.166667,319583.333333,170,73,297.666667,35.666667,38.833333,2.166667,2.333333,1.666667,6.333333,99.666667,29.5,10,31
2000,43,1,1,0,0,0.487988,1,1,265000,255,76,R,1,0,0,0,1,0,0,0.333333,0.333333,0,0,0.333333,228333.333333,255,76,0.333333,0,0,0,0.333333,0,0,52.333333,0.333333,4,25
2014,5,1,1,0,0,0.096954,0,0,504300,200,77,R,8,4,0,0,0,0,0,1,1,0,0,0,504300,200,77,8,4,0,0,0,0,0,5,0,1,25
2002,30,0,0,0,0,-0.283477,0,0,1200000,235,77,R,5,5,0,0,1,0,0,1,1.333333,0,0,0.333333,553000,235,77,18.333333,12.333333,0.333333,0,1.666667,0,0,31,1.333333,6,29
2012,86,22,44,8,1,-0.080943,2,16,800000,195,71,L,168,33,23,1,4,5,5,47.461538,102.692308,19.923077,3.153846,5.307692,1613653.846154,195,71,380.307692,57.923077,27.384615,3.153846,3.846154,3.846154,7.692308,120.153846,39.076923,13,36
1991,60,10,35,10,0,1.437177,1,16,100000,220,77,R,151,31,7,0,2,0,3,26.2,66.2,8.6,0.8,2.6,114500,220,77,271,41.4,15.6,0.8,6.2,3.2,5,91,25.6,5,30
2008,40,4,12,3,0,0.711645,1,6,4575000,195,75,R,61,21,4,0,9,0,1,2.333333,5.333333,1.333333,0,0.666667,2351250,195,75,40,17.333333,1.666667,0,4.333333,0.166667,0.5,33.333333,2.666667,8,31
1997,111,39,104,10,9,4.283678,4,32,150000,145,71,B,357,52,8,1,13,2,7,39,104,10,9,4,150000,145,71,357,52,8,1,13,2,7,111,32,1,23
1986,34,0,0,0,0,-0.07753,0,0,933333,185,79,R,0,0,0,0,0,0,0,0,0,0,0,0,933333,185,79,0,0,0,0,0,0,0,34,0,5,26
2002,22,0,1,1,0,0.167169,0,1,9500000,235,77,L,3,1,0,0,0,0,0,0,0.4,0.2,0,0,6650000,235,77,4.2,1.8,0.2,0,0.6,0,0,29.8,0.2,7,30
1990,127,65,122,28,0,16.764299,20,63,850000,210,74,R,450,105,40,1,1,2,5,57.285714,98.285714,21.428571,1.428571,13.714286,512000,210,74,372.857143,84.285714,35.714286,1.285714,1.571429,2.857143,7.428571,111.142857,53.857143,9,32
1998,123,66,105,27,4,6.956691,4,43,1600000,190,74,L,384,62,45,0,1,2,9,38,70.1,12.3,2.7,3,542800,190,74,265.7,41.3,25.8,1.5,3.7,1.9,5.5,99.6,30.6,9,32
2012,32,12,21,7,1,3.092468,2,7,12000000,220,73,B,81,19,14,3,0,0,3,79.538462,131.615385,29,2.153846,26,8769615.384615,220,73,444.307692,89.230769,83.846154,11.769231,0.076923,3.615385,9.846154,127.307692,86.461538,13,36
1994,77,58,79,8,4,1.562151,1,19,210000,170,71,L,310,53,21,0,7,1,1,64.5,98.5,8.5,7,1,165000,170,71,358.5,55,23.5,0.5,6,1.5,5,95.5,24,2,26
1994,16,3,13,0,1,1.98948,2,9,109000,180,73,R,40,12,2,2,0,0,0,3,13,0,1,2,109000,180,73,40,12,2,2,0,0,0,16,9,0,25
1985,7,0,0,0,0,-0.462633,0,0,60000,190,72,R,7,4,0,0,0,0,0,8.5,20,4.5,0,2.5,60000,190,72,82.5,19,8,1,0.5,1,3,27.5,13,6,30
1999,27,1,0,0,0,-0.152793,0,0,240000,210,76,R,7,4,1,0,3,0,0,0.6,1.4,0,0,0,173600,210,76,14.6,7.4,1,0,1.8,0,0.2,13.6,0.2,4,29
1989,70,0,0,0,0,0.067853,0,0,600000,180,73,L,7,5,0,0,0,0,0,0.166667,0.666667,0.166667,0,0.166667,472500,180,73,5.833333,3.666667,0,0,0.166667,0,0,59.166667,0.333333,6,32
2006,137,74,117,24,2,20.626478,22,72,9500000,215,73,L,485,100,84,6,0,6,19,82.625,141.125,30.125,2.125,26.5,3773875,215,73,520.875,98.125,64.125,8,0,4.5,11.75,143.75,88.75,8,29
2010,91,60,96,20,3,5.257636,5,28,475000,195,72,L,358,84,33,1,3,2,3,60,96,20,3,5,475000,195,72,358,84,33,1,3,2,3,91,28,1,25
2013,160,79,160,32,2,19.841157,22,69,510400,210,72,L,615,122,68,1,0,5,8,70.5,157,33.5,1.5,21,497350,210,72,604.5,116,57,1,1,4.5,8.5,157.5,77.5,2,26
1999,29,7,17,3,0,2.276228,2,11,200000,200,73,R,80,16,6,0,1,1,3,9.333333,16.666667,3.666667,0,2.333333,190000,200,73,70.666667,16,5,0,0.333333,0.333333,2,24.666667,8,1,26
2008,131,37,93,20,0,10.216833,13,43,10442030,230,74,B,423,122,52,3,0,2,13,52.090909,105,24.181818,1.181818,14.636364,5193139.090909,230,74,400,93.090909,48.090909,4.636364,1.727273,3.454545,10.727273,120.818182,59.454545,11,36
2005,114,50,105,25,1,10.131114,9,43,3250000,202,75,R,385,94,37,6,2,3,16,34.222222,78.555556,18.666667,0.444444,8.555556,1524166.666667,202,75,296.111111,71.888889,28.444444,3.888889,2.222222,1.777778,10,92.222222,38.222222,8,36
2003,145,103,166,32,6,13.965492,12,67,7500000,205,74,L,608,74,68,4,6,6,5,92.555556,155.888889,28.444444,7.555556,11.111111,3215444.444444,205,74,548,62.666667,52.111111,3.111111,5.111111,4.777778,5.444444,139.666667,59,8,30
2009,32,0,0,0,0,0.019252,0,0,432575,250,74,R,2,0,0,0,1,0,0,0,0,0,0,0,411287.5,250,74,2.5,0.5,0.5,0,1,0,0,37,0,2,24
2002,23,0,1,0,0,0.094427,0,0,2000000,220,76,R,5,3,0,0,0,0,0,0.769231,2,0.076923,0,0.230769,2030128,220,76,13.846154,5.846154,0.769231,0,1.615385,0,0.307692,31.923077,0.923077,12,36
2002,143,56,126,23,2,15.872438,12,61,3000000,175,73,R,543,69,22,4,0,6,22,54.727273,115.181818,18.545455,1.818182,20.272727,2876045.454545,175,73,407.090909,59.181818,23.818182,4.090909,0.454545,4.090909,12.545455,108.727273,65.727273,11,35
1997,54,26,37,9,3,3.40095,2,15,205000,150,70,R,149,38,9,1,1,1,3,13.333333,21.833333,3.5,0.833333,1,158000,150,70,93.833333,19,6.666667,0.5,1.5,0.166667,1.666667,40.333333,8.166667,5,26
1994,35,13,27,8,2,0.950441,2,7,3333333,165,71,R,129,32,15,0,5,1,2,65,118.222222,23.555556,4.222222,11.777778,1136314.777778,165,71,449.888889,93.555556,41.444444,0.777778,9.666667,2.111111,7,127.333333,46,8,32
2011,46,15,26,3,1,0.711037,2,9,850000,205,73,B,134,40,14,3,4,1,3,16.25,37.25,8.25,1,1.25,585750,205,73,170,51.5,16,3,2.25,1.25,4.25,60,14,8,32
1986,30,5,13,3,1,0.978378,1,7,90000,193,73,R,65,21,6,1,0,0,3,5,13,3,1,1,90000,193,73,65,21,6,1,0,0,3,30,7,2,26
1990,92,32,78,21,0,5.311692,5,44,215000,210,77,R,324,39,13,6,0,4,9,47.5,113.5,21.5,1.5,8.5,155000,210,77,423.5,50.5,18,5.5,0,6,14,118,59.5,2,25
1997,69,34,57,11,0,6.517898,5,24,1000000,210,75,B,215,47,30,5,1,0,6,38,65.3,10.2,1.8,8.5,649886.8,210,75,254.6,56.9,30.5,4.1,0.4,1.6,6.7,74.5,34.5,7,31
2014,86,20,46,6,1,9.164867,9,36,502000,215,72,R,253,69,21,0,0,3,11,20,46,6,1,9,502000,215,72,253,69,21,0,0,3,11,86,36,1,25
1989,3,1,1,0,0,-0.098316,0,0,222500,190,76,R,4,2,1,0,0,0,0,4,3,0,0,0,182500,190,76,25,7,2,0,3.5,1,0,18.5,1.5,2,27
2003,8,0,2,0,0,0.04443,0,1,450000,185,71,R,8,0,0,0,0,0,2,6.714286,13.642857,3.214286,0.285714,1.5,308642.857143,185,71,62.571429,13.214286,5.857143,0.214286,1.214286,0.571429,1.785714,28.5,7.357143,16,39
1991,23,8,16,4,0,4.286324,3,14,1010000,220,73,R,71,25,12,1,0,1,3,55.4,91.8,13.6,2.6,22,666600,220,73,365.2,125.8,30,3.4,0.4,2.8,6.4,101.8,63.6,5,29
2011,60,0,0,0,0,0.001773,0,0,4000000,250,77,R,0,0,0,0,0,0,0,0,0,0,0,0,2982142.857143,250,77,0,0,0,0,0,0,0,57.142857,0,8,34
1993,85,32,66,9,0,15.723888,16,45,2410000,220,73,R,284,106,23,1,0,1,5,51.5,87.5,12.833333,2.166667,21,957166.666667,220,73,351.666667,122.5,28.833333,3,0.333333,2.5,6.166667,99,60.5,7,31
1996,37,10,33,7,0,3.956415,4,18,109000,245,76,R,130,27,13,0,0,2,4,10,33,7,0,4,109000,245,76,130,27,13,0,0,2,4,37,18,0,21
2004,150,109,164,25,0,19.747684,20,70,7250000,180,70,L,591,84,74,3,0,4,21,66,109.4,22.6,1.5,12.2,2743900,180,70,405.3,50,58.8,3.4,0.2,2.6,10.1,113.4,56.4,9,33
1991,96,37,64,8,1,8.292704,6,29,120000,200,76,R,288,97,18,1,1,2,7,19.5,34.5,4,0.5,3,94000,200,76,158,52.5,10,0.5,0.5,1,4.5,52,15,2,24
2011,114,59,90,23,5,16.639464,18,49,5850000,200,73,L,430,132,44,2,4,0,3,75.2,125,28.8,5.8,16,2367000,200,73,477.2,112.8,57.2,1.8,4.8,2,6,134.2,57.2,6,29
1998,97,30,52,18,2,6.31638,5,23,375000,175,74,L,217,61,23,2,0,1,4,10.857143,20.714286,6.285714,0.857143,1.571429,212000,175,74,87.571429,23.714286,7.285714,0.428571,0.285714,0.571429,1.714286,45.428571,6.714286,11,33
2001,104,17,39,6,0,1.370555,3,12,800000,170,70,L,178,22,16,1,2,1,1,29.75,63,12.375,1.625,4.5,528812.5,170,70,234.625,24.875,19.375,1.75,1.875,3.5,3.75,98.625,28.5,7,37
1992,43,20,37,8,0,9.470832,5,25,4050000,190,78,L,156,34,19,4,0,1,2,78.75,119.625,21.875,2.875,29.125,1902708.375,190,78,452.75,107.5,69,11.5,0,4.875,5.25,127.75,85.75,9,30
1998,33,4,12,1,0,0.577003,0,4,1100000,190,73,R,73,26,5,0,4,0,3,2.285714,6.714286,0.285714,0.142857,0,494642.857143,190,73,50.428571,19.142857,1.714286,0,5,0.285714,0.857143,31,2.428571,9,36
2012,151,83,147,26,1,29.569747,32,97,13000000,210,73,B,547,124,65,15,1,4,9,79,130.8,26.266667,4.266667,20.733333,11140547.866667,210,73,461.533333,84.533333,55.866667,5.933333,1,5.2,8.933333,121,78.866667,14,35
1998,152,84,159,27,2,32.702939,34,119,5825000,175,73,R,572,134,48,3,0,13,18,61.75,104.5,20,1.125,22.75,2530312.5,175,73,402.125,103.875,38.75,2,0.375,4.375,7.875,109.75,70.375,9,30
1996,18,4,6,1,0,3.305864,2,6,109000,215,77,R,33,10,2,0,1,0,1,9,20.307692,3.846154,0,4.692308,243692.307692,215,77,90.384615,21.153846,6.538462,0.615385,1,0.769231,2,33.615385,12.923077,10,35
2005,147,70,138,30,4,7.17852,7,53,385000,200,72,R,522,85,45,2,2,5,9,70,138,30,4,7,385000,200,72,522,85,45,2,2,5,9,147,53,2,29
2010,109,63,105,21,0,18.687915,16,56,13250000,240,77,R,418,101,52,1,0,3,16,72.642857,130.642857,29.428571,2,22.214286,6963357.214286,240,77,462.357143,106.285714,59.428571,5,0.142857,3.714286,13.142857,129.071429,72.5,13,35
2008,102,51,88,20,1,19.05885,15,53,8282695,195,75,L,359,64,61,13,0,3,7,79.8,132.3,24.65,1.9,30.4,7367684.1,195,75,459.25,82.85,61.15,12.15,0.4,4.85,9.2,124,87.7,19,39
2012,102,53,118,17,1,19.328052,18,62,3500000,245,77,R,406,97,16,0,0,4,14,40.5,88.75,16.5,0.75,16,1338375,245,77,300.75,72.75,18.75,1.5,0,2.25,7.25,87.75,49.5,7,30
1988,41,9,23,3,0,5.90721,6,15,65000,215,77,R,118,23,6,0,0,1,1,9,23,3,0,6,65000,215,77,118,23,6,0,0,1,1,41,15,2,27
1990,16,4,2,1,0,-0.009297,0,0,100000,170,72,R,15,6,2,0,0,0,0,4,2,1,0,0,100000,170,72,15,6,2,0,0,0,0,16,0,0,23
2003,44,0,1,1,0,0.072801,0,1,600000,202,73,R,1,0,0,0,0,0,0,0,0.2,0.2,0,0,419500,202,73,0.2,0,0,0,0,0,0,47,0.2,5,33
1994,87,39,65,17,5,4.298032,3,31,275000,165,70,B,255,44,42,5,3,3,4,33.5,61.5,11.166667,3.5,2.333333,172500,165,70,243.666667,33.5,25,1.166667,4,1.833333,4.833333,76.333333,24.166667,7,30
2011,117,55,134,26,3,19.463466,23,70,500000,245,71,B,426,63,32,9,1,7,12,65,158,34.666667,3.666667,20.333333,455583.333333,245,71,520.333333,75.666667,43.666667,11.333333,0.333333,5.666667,16,140.666667,74.333333,3,25
2000,69,19,40,4,2,1.649694,3,10,750000,205,76,L,164,37,18,3,0,0,1,31.2,60.8,9,2,4.4,439800,205,76,243,47.8,23.6,2.6,2,0.8,2,90.2,22,4,29
1998,50,8,30,4,0,0.726761,1,15,1050000,205,75,L,151,26,13,1,0,2,3,14,42,4.857143,0.142857,1.714286,435071.428571,205,75,164.428571,21.571429,9.857143,0.714286,2,1.714286,5.857143,56.714286,19.285714,4,28
1996,143,67,136,32,1,24.372055,23,93,1025000,195,74,L,471,103,57,10,2,5,10,43.428571,83,16.571429,0.571429,15.285714,501174.714286,195,74,315,70.571429,38.142857,6,0.571429,2.857143,8,99.571429,55,7,31
1995,40,27,47,10,2,-1.808096,1,9,250000,170,72,B,162,32,10,1,3,0,1,69.916667,117.583333,14.583333,7.333333,2.25,1275625,170,72,442.333333,77.166667,38.916667,1,3.916667,2,3.666667,111,28.5,10,34
2005,162,110,183,44,6,31.637068,32,101,355000,210,74,R,599,142,95,9,0,7,12,85.5,149.5,34,5,29,330000,210,74,505,135.5,68,5.5,2.5,6,10.5,141,91.5,2,27
2006,32,10,30,7,1,-0.348231,1,12,3200000,180,69,B,119,6,7,3,0,1,1,40.333333,99.333333,17.5,3.333333,1.5,1576416.666667,180,69,383.833333,40.666667,19.833333,2.5,5.666667,2.166667,6.833333,102,30.333333,5,26
2004,128,34,79,18,0,5.393607,7,34,318000,180,73,R,362,42,35,4,2,5,11,39.5,99.5,21.5,0,9,309000,180,73,382.5,46,37,3.5,1,3,16,123.5,46,3,28
1998,131,87,114,29,0,23.38609,29,82,3500000,200,72,B,452,108,71,4,0,8,6,69.636364,133.909091,27.727273,1.363636,17.727273,2277863.636364,200,72,488,87.727273,53.727273,8.818182,1.272727,4.909091,11.636364,134.090909,75.818182,11,35
2003,156,120,198,37,13,25.334209,28,105,11000000,165,72,R,658,61,39,1,1,10,10,85.625,153.875,34,5.875,21.625,4210500,165,72,476.5,48.75,33.875,4.375,0.5,5.875,9.5,116,83.625,7,30
